Scheme Name,URL,Region,Tags
Sanjay Gandhi Niradhar Grant Scheme,https://www.myscheme.gov.in/schemes/sgngs,Maharashtra,"Below Poverty Line, Destitute, Financial Asisstance, Orphan, Person With Disability, Transgender, Widow, Below Poverty Line, Destitute, Financial Asisstance, Orphan, Person With Disability, Transgender, Widow"
Scheme for Grant of Additional Scholarship to the Students Belonging to Scheduled Tribes of Andaman and Nicobar Islands for Pursuing Higher Studies Anywhere in India Post-Senior Secondary Courses (Post 10+2 Courses),https://www.myscheme.gov.in/schemes/sgassbstaniphsaip-sscp10p2c,Andaman and Nicobar Islands,"Higher Study, Post-Senior Secondary, Scheduled Tribe, Scholarship, Student, Higher Study, Post-Senior Secondary, Scheduled Tribe, Scholarship, Student"
Rashtriya Parivar Sahayata Yojana,https://www.myscheme.gov.in/schemes/rpsy,Ministry Of Social Justice and Empowerment,"Empowerment, Financial Assistance, Social Justice, Empowerment, Financial Assistance, Social Justice"
Agriculture Infrastructure Fund,https://www.myscheme.gov.in/schemes/aif,Ministry Of Agriculture and Farmers Welfare,"Credit Guarantee, Financing Facility, Infrastructure, Interest Subvention, Credit Guarantee, Financing Facility, Infrastructure, Interest Subvention"
Pradhan Mantri Adarsh Gram Yojana,https://www.myscheme.gov.in/schemes/pmagy,Ministry Of Social Justice and Empowerment,"Rural Development, Social Justice, Rural Development, Social Justice"
Godhan Nyay Yojana,https://www.myscheme.gov.in/schemes/gny,Chhattisgarh,"Cattle Herders, Cow Protection, New Employment, Organic Fertilizers, Cattle Herders, Cow Protection, New Employment, Organic Fertilizers"
Mukhyamantri Aadharbhut Shiksha Prashikshan Sahayata Yojana,https://www.myscheme.gov.in/schemes/maspsy,Chhattisgarh,"Coaching, Education, Learning, Coaching, Education, Learning"
Development of Choir Industries,https://www.myscheme.gov.in/schemes/doci,Puducherry,"Coconut Fiber, Coir, Coir Industry, Employment, Puducherry, Coconut Fiber, Coir, Coir Industry, Employment, Puducherry"
Scholarship For Differently Abled Students,https://www.myscheme.gov.in/schemes/sdas,Kerala,"Disability, Education, Scholarship, Student, Disability, Education, Scholarship, Student"
AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Degree),https://www.myscheme.gov.in/schemes/sak-deg,Ministry of Education,"PwD, Scholarship, PwD, Scholarship"
Rehabilitation Allowance To Lepers,https://www.myscheme.gov.in/schemes/ral,Himachal Pradesh,"DBT, Himachal Pradesh, Lepers, Monthly Allowance, Rehabilitation Allowance, DBT, Himachal Pradesh, Lepers, Monthly Allowance, Rehabilitation Allowance"
Widow Pension - Uttar Pradesh,https://www.myscheme.gov.in/schemes/wpup,Uttar Pradesh,"Financial Assistance, Social Welfare, Financial Assistance, Social Welfare"
Tripura Pension Scheme For Providing Pension To The Retired Home Guard / Women Home Guard Volunteers,https://www.myscheme.gov.in/schemes/tps-hgv,Tripura,"Pension, Tripura, Pension, Tripura"
IGSTC Industrial Fellowship- PhD Industrial Exposure Fellowship,https://www.myscheme.gov.in/schemes/igstcifphdief,Ministry Of Science And Technology,"Fellowship, Germany, IGSTC, Indo-German, Industrial Exposure, PhD, Research, Fellowship, Germany, IGSTC, Indo-German, Industrial Exposure, PhD, Research"
Shreshtam Scheme For Ensuring Participation Of PwDs In Arts & Sports,https://www.myscheme.gov.in/schemes/sseppas,Kerala,"Arts, Championship, Disability, Financial Assistance, PwD, Sports, Talent, Arts, Championship, Disability, Financial Assistance, PwD, Sports, Talent"
Vidyakiranam Scheme-Educational Assistance To Children Of Disabled Parents,https://www.myscheme.gov.in/schemes/vs-eacdp,Kerala,"BPL, Children, Education, Financial Assistance, Parents, Person With Differently, Scholarship, Student, BPL, Children, Education, Financial Assistance, Parents, Person With Differently, Scholarship, Student"
SEBI ITD Internship Program,https://www.myscheme.gov.in/schemes/sebiitdip,Ministry Of Finance,"Business, Data Analytics, FinTech, Internship, Student, Business, Data Analytics, FinTech, Internship, Student"
Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,https://www.myscheme.gov.in/schemes/day-nrlm,Ministry Of Rural Development,"Employment, Loan, SHG, Skill, Employment, Loan, SHG, Skill"
Internship Scheme Of Employees’ Provident Fund Organisation (EPFO),https://www.myscheme.gov.in/schemes/isepfo,Ministry Of Labour and Employment,"Internship, Law, Provident Fund, Remuneration, Student, Internship, Law, Provident Fund, Remuneration, Student"
Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students-AICTE,https://www.myscheme.gov.in/schemes/pgssgategpatqsaicte,Ministry of Education,"AICTE, CEED, GATE, GPAT, Post Graduate, Scholarship, AICTE, CEED, GATE, GPAT, Post Graduate, Scholarship"
Interest Subsidy Scheme for Smaller Business Units,https://www.myscheme.gov.in/schemes/iss-goa,Goa,"Company, Interest, Subsidy, Technology, Company, Interest, Subsidy, Technology"
Uttar Pradesh Mukhyamantri Bal Seva Yojana (Genearal),https://www.myscheme.gov.in/schemes/upmbsyg,Uttar Pradesh,"Empowerment, Financial Assistance, Social Welfare, Empowerment, Financial Assistance, Social Welfare"
Central Assistance For One Time Settlement Of Displaced Families From PoK And Chhamb Under Prime Minister's Development Package,https://www.myscheme.gov.in/schemes/otsdfpc,Ministry Of Home Affairs,"Business, Displaced, Family, Farming, Jammu, Kashmir, Rehabilitation, Business, Displaced, Family, Farming, Jammu, Kashmir, Rehabilitation"
Pradhan Mantri Bhartiya Janaushadhi Pariyojana,https://www.myscheme.gov.in/schemes/pmbjp,Ministry Of Chemicals And Fertilizers,"Entrepreneur, Generic Drugs, Healthcare, Janaushadhi, Medicine, Pharmaceutical, Entrepreneur, Generic Drugs, Healthcare, Janaushadhi, Medicine, Pharmaceutical"
Pradhan Mantri Fasal Bima Yojna,https://www.myscheme.gov.in/schemes/pmfby,Ministry Of Agriculture and Farmers Welfare,"Crop Insurance, Farmers, Kharif, Rabi, Crop Insurance, Farmers, Kharif, Rabi"
IASRI Scholarship For M.Sc And Ph.D,https://www.myscheme.gov.in/schemes/iasri-scholarship,Ministry Of Agriculture and Farmers Welfare,"Agricultural, IASRI, Scholarship, Agricultural, IASRI, Scholarship"
Prerana (micro Credit Finance) Scheme,https://www.myscheme.gov.in/schemes/prerana,Karnataka,
Capacity Building For Service Providers - Skill Testing & Certification,https://www.myscheme.gov.in/schemes/cbsp-stc,Ministry Of Tourism,"Employment, Skill, Tourism, Training, Employment, Skill, Tourism, Training"
Chief Minister’s Startup/innovation Projects/new Industries,https://www.myscheme.gov.in/schemes/chsipni,Himachal Pradesh,"Innovation, New Industries, Startup/project, Innovation, New Industries, Startup/project"
Gopabandhu Sikhya Sahayata Yojana,https://www.myscheme.gov.in/schemes/gssy,Odisha,"Financial Assistance, Scholarship, Financial Assistance, Scholarship"
Financial Assistance To Poor & Needy Widow Women,https://www.myscheme.gov.in/schemes/fapnw,Manipur,"Financial Assistance, Social Welfare, Women, Financial Assistance, Social Welfare, Women"
Chief Ministergi Artistesinggi Tengbang (CMAT): Support For Purchase Of Instruments / Equipment,https://www.myscheme.gov.in/schemes/cmat-spie,Manipur,"Artist, Culture, Financial Assistance, Student, Artist, Culture, Financial Assistance, Student"
Janta Juth Accidental Insurance Scheme,https://www.myscheme.gov.in/schemes/jjais,Gujarat,"Accident, Farmer, Financial Assistance, Insurance, Person With Disability, Accident, Farmer, Financial Assistance, Insurance, Person With Disability"
Funeral Assistance (CBOCWWB),https://www.myscheme.gov.in/schemes/facbocwwb,Chandigarh,"Construction Worker, Death, Funeral Assistance, Labour, Legal Heirs, Construction Worker, Death, Funeral Assistance, Labour, Legal Heirs"
WISE Fellowship for Ph.D.,https://www.myscheme.gov.in/schemes/wise-phd,Ministry Of Science And Technology,"Fellowship, KIRAN, PhD, WISE, Woman, Fellowship, KIRAN, PhD, WISE, Woman"
Financial Assistance for the Purchase of Sewing Machine (CBOCWWB),https://www.myscheme.gov.in/schemes/fapsmcbocwwb,Chandigarh,"Construction Worker, Financial Assistance, Labour, Sewing Machine, Construction Worker, Financial Assistance, Labour, Sewing Machine"
Scholarship to the Ward of Beneficiary (CBOCWWB),https://www.myscheme.gov.in/schemes/swbcbocwwb,Chandigarh,"Construction Worker, Financial Assistance, Labour, Scholarship, Ward, Construction Worker, Financial Assistance, Labour, Scholarship, Ward"
"Financial Assistance for Purchase of Spectacles, Denture, Hearing Aid (CBOCWWB)",https://www.myscheme.gov.in/schemes/fapsdhacbocwwb,Chandigarh,"Construction Worker, Denture, Financial Assistance, Hearing Aid, Spectacle, Construction Worker, Denture, Financial Assistance, Hearing Aid, Spectacle"
Biju Patnaik Sports Award for Outstanding Performance in Sports and Games for the Year,https://www.myscheme.gov.in/schemes/bpsaopsgy,Odisha,"Games, Sports Award, Sportsperson, Games, Sports Award, Sportsperson"
Kanyadaan Scheme (CBOCWWB),https://www.myscheme.gov.in/schemes/kscbocwwb,Chandigarh,"Construction Worker, Daughter, Financial Assistance, Labour, Marriage, Construction Worker, Daughter, Financial Assistance, Labour, Marriage"
Interest Free Loan (CBOCWWB),https://www.myscheme.gov.in/schemes/iflcbocwwb,Chandigarh,"Construction Worker, Interest Free, Labour, Loan, Construction Worker, Interest Free, Labour, Loan"
AICTE-ISTE INDUCTION/REFRESHER PROGRAMME SCHEME,https://www.myscheme.gov.in/schemes/iirps,Ministry of Education,"AICTE, Pedagogical Skills, Skill Development, Technical Education, Training, AICTE, Pedagogical Skills, Skill Development, Technical Education, Training"
Financial Assistance to Pensioners Suffering From HIV and AIDS,https://www.myscheme.gov.in/schemes/fatpsfha,Jharkhand,"Direct Benefit Transfer, HIV & AIDS, Pension, Social Empowerment, Direct Benefit Transfer, HIV & AIDS, Pension, Social Empowerment"
Shauchalaya Sahayata Yojana,https://www.myscheme.gov.in/schemes/ssyup,Uttar Pradesh,"Construction Workers, Financial Support, Toilet Assistance, Construction Workers, Financial Support, Toilet Assistance"
Promotion Of Intensive Aquaculture Through Introduction Of Bio-floc Technology During The Year 2021-22,https://www.myscheme.gov.in/schemes/piatibft,Odisha,"Bio-Floc, Farming, Fish, Odisha, Shrimp, Bio-Floc, Farming, Fish, Odisha, Shrimp"
West Bengal Freeship Scheme,https://www.myscheme.gov.in/schemes/wbfs,West Bengal,"Architecture, Engineering & Technology, Financial Support, Freeship, Pharmacy, Tuition Fee Waiver, Architecture, Engineering & Technology, Financial Support, Freeship, Pharmacy, Tuition Fee Waiver"
Atal Shresth Shahar Yojna,https://www.myscheme.gov.in/schemes/assy,Himachal Pradesh,"Atal, Award, Cleanliness, Municipal Corporation, Municipal Council, Nagar Panchayat, Sanitation, Atal, Award, Cleanliness, Municipal Corporation, Municipal Council, Nagar Panchayat, Sanitation"
Maternity Benefit (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/mbabocwwb,Assam,"Construction Worker, Financial Assistance, Labour, Maternity, Woman, Construction Worker, Financial Assistance, Labour, Maternity, Woman"
Marriage Assistance (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/maabocwwb,Assam,"Construction Worker, Financial Assistance, Labour, Marriage, Construction Worker, Financial Assistance, Labour, Marriage"
Kisan Vikas Patra Scheme,https://www.myscheme.gov.in/schemes/kvps,Ministry Of Finance,"Certificate, Investment, Kisan, Savings, Certificate, Investment, Kisan, Savings"
"Spices Development Ginger, Turmeric, Black Pepper, Cardamom, Coriander, Cinnamon and Chillies",https://www.myscheme.gov.in/schemes/sdgtbpcccc,Meghalaya,"Black Pepper, Cardamom, Chillies, Cinnamon, Coriander, Farmer, Ginger, Horticulture, Spices, Turmeric, Black Pepper, Cardamom, Chillies, Cinnamon, Coriander, Farmer, Ginger, Horticulture, Spices, Turmeric"
"Tuber Crops Potato, Tapioca, Colocasia",https://www.myscheme.gov.in/schemes/tcptc,Meghalaya,"Agriculture, Colocasia, Farmer, Horticulture, Potato, Subsidy, Tapioca, Tuber Crops, Agriculture, Colocasia, Farmer, Horticulture, Potato, Subsidy, Tapioca, Tuber Crops"
Consortia & Tender Marketing Scheme,https://www.myscheme.gov.in/schemes/ctms,"Ministry Of Micro, Small and Medium Enterprises","Goods And Services Marketing, Machinery And Technology, NSIC, Turnkey Projects, Goods And Services Marketing, Machinery And Technology, NSIC, Turnkey Projects"
Funeral Assistance (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/faabocwwb,Assam,"Building Worker, Construction Worker, Death, Financial Assistance, Funeral, Labour, Building Worker, Construction Worker, Death, Financial Assistance, Funeral, Labour"
Home for the Aged and Infirm,https://www.myscheme.gov.in/schemes/hiai,Puducherry,"Food, Lodging, Medical, Senior Citizen, Food, Lodging, Medical, Senior Citizen"
Home for Mentally Challenged Children,https://www.myscheme.gov.in/schemes/hmcc,Puducherry,"Child, Food, Home, Medical, Shelter, Sports, Child, Food, Home, Medical, Shelter, Sports"
Masala Shetra Vistar Yojana,https://www.myscheme.gov.in/schemes/msvymp,Madhya Pradesh,"Farmer, Farming, Financial Benefits, Spice, Farmer, Farming, Financial Benefits, Spice"
Sabji Shetra Vistar Yojana,https://www.myscheme.gov.in/schemes/ssvy,Madhya Pradesh,"Farmer, Farming, Farming Land, Financial Benefits, Vegetable, Farmer, Farming, Farming Land, Financial Benefits, Vegetable"
"“Family Counseling"" under Grant-in-Aid to Pondicherry State Social Welfare Board",https://www.myscheme.gov.in/schemes/fc-giapswb,Puducherry,"Counselling, Family, Psychological, Rehabilitation, Counselling, Family, Psychological, Rehabilitation"
Chief Minister Sustainable Agriculture Irrigation Scheme - Magel Tyala Shettale (Individual Farm Pond),https://www.myscheme.gov.in/schemes/chief-minister-sustainable-agriculture-irrigation-scheme,Maharashtra,"Chatrapati Shivaji Maharaj Krishi Yojana, Individual Farm Pond, Magel Tyala Shettale, MahaDBT, Chatrapati Shivaji Maharaj Krishi Yojana, Individual Farm Pond, Magel Tyala Shettale, MahaDBT"
Aushadhi Avam Sugandhit Fasal Shetra Vistar,https://www.myscheme.gov.in/schemes/aasfsv,Madhya Pradesh,"Farm, Farmer, Farming, Land, Farm, Farmer, Farming, Land"
Samagra Samajik Suraksha Vridh Ashram Mai Nivaasarat Ant-vasi Pension Yojana,https://www.myscheme.gov.in/schemes/sssvamnapy,Madhya Pradesh,"Empowerment, Financial, Pension, Vridvashram, Empowerment, Financial, Pension, Vridvashram"
Mukhyamantri Matrupushti Uphar,https://www.myscheme.gov.in/schemes/mmus,Tripura,"Financial Assistance, Medical, Pregnant, Women, Financial Assistance, Medical, Pregnant, Women"
Mukhyamantri Kalyakani Pension  Yojana,https://www.myscheme.gov.in/schemes/mkkpy,Madhya Pradesh,"Empowerment, Financial Benefits, Widow, Women, Empowerment, Financial Benefits, Widow, Women"
"State Medical Scholarship (Scholarship Scheme for MBBS & Allied Courses, Nursing and Paramedical Students)",https://www.myscheme.gov.in/schemes/smsssmbbsacnps,Nagaland,"MBBS, Medical, Nursing, Paramedical, Scholarship, Student, MBBS, Medical, Nursing, Paramedical, Scholarship, Student"
National Youth Award,https://www.myscheme.gov.in/schemes/nya,Ministry Of Youth Affairs & Sports,"Good Citizens, National, Purashkar, Social Service, Youth, Good Citizens, National, Purashkar, Social Service, Youth"
State Agriculture Thesis Grant for M.Sc. Agriculture,https://www.myscheme.gov.in/schemes/satgmsa,Nagaland,"Agriculture, MSc, Student, Thesis Grant, Agriculture, MSc, Student, Thesis Grant"
State Rice Mission Scheme,https://www.myscheme.gov.in/schemes/srmsmeghalaya,Meghalaya,"Agriculture, Farmer, Rice, Subsidy, Training, Agriculture, Farmer, Rice, Subsidy, Training"
Seed Testing Laboratory Scheme,https://www.myscheme.gov.in/schemes/stlsmeghalaya,Meghalaya,"Agriculture, Farmer, Laboratory, Seed Testing, Agriculture, Farmer, Laboratory, Seed Testing"
Basic Agriculture Training Centre Scheme,https://www.myscheme.gov.in/schemes/batcs,Meghalaya,"Agriculture, Employment, Entrepreneurship Skills, Farmer, Training Centre, Unemployed Youth, Vocational Training, Agriculture, Employment, Entrepreneurship Skills, Farmer, Training Centre, Unemployed Youth, Vocational Training"
Agriculture Academic Studies Scheme,https://www.myscheme.gov.in/schemes/aass,Meghalaya,"Academic, Agriculture Universities, Horticulture, Sponsorship, Student, Under Graduate, Academic, Agriculture Universities, Horticulture, Sponsorship, Student, Under Graduate"
National Awards To Teachers (Higher Education),https://www.myscheme.gov.in/schemes/natthe,Ministry of Education,"Awards, Educational, National, Teacher, Awards, Educational, National, Teacher"
