Scheme Name,URL,Region,Tags
Incentive For The Devadasi Children’s Marriage,https://www.myscheme.gov.in/schemes/idcm,Karnataka,"Devadasi, Incentive, Marriage, SC, Devadasi, Incentive, Marriage, SC"
AICTE-Training programs for Physical Education Trainers/Sport-Games Teachers/Director of Sports,https://www.myscheme.gov.in/schemes/atppe,Ministry of Education,"Physical Education, Physical Fitness, Sport Games, Training, Physical Education, Physical Fitness, Sport Games, Training"
Mukhiya Mantri Protsahan Yojna,https://www.myscheme.gov.in/schemes/mmpy,Himachal Pradesh,"AIIMS, Award, IIM, IISc, IIT, Incentive, ISM, Student, AIIMS, Award, IIM, IISc, IIT, Incentive, ISM, Student"
Short Term Fellowship under the Human Resource Development Programme for Health Research,https://www.myscheme.gov.in/schemes/stfhrdphr,Ministry Of Health & Family Welfare,"Faculty, Fellowship, Health Research, Medical Student, Short Term, Training, Faculty, Fellowship, Health Research, Medical Student, Short Term, Training"
Popularisation Of Fishery Machinery/ Equipments/ Implements” For Intensive Aquaculture In Odisha For The Financial Year 2021-22,https://www.myscheme.gov.in/schemes/pfmeiiao,Odisha,"Aquaculture, Equipment, Farming, Fishery, Fishery Machinery, Odisha, Aquaculture, Equipment, Farming, Fishery, Fishery Machinery, Odisha"
Grant of Financial Assistance to the Poor Parents Having Only One Girl Child Who is Studying 8th to 10th Standard,https://www.myscheme.gov.in/schemes/gfapphoogcws81s,Puducherry,"Family, Financial Assistance, Girl Child, Parent, Student, Family, Financial Assistance, Girl Child, Parent, Student"
Sant Ravidaas Shiksha Protsaahan Yojana,https://www.myscheme.gov.in/schemes/srspy,Uttar Pradesh,"Education, Financial Assistance, Scholarship, Education, Financial Assistance, Scholarship"
Mukhya Mantri Krishi Sa Sajuli Yozana - Assam,https://www.myscheme.gov.in/schemes/mmkssy-assam,Assam,"Agriculture, Direct Benefit Transfer, Farm Tools, Farmer, Financial Assistance, Agriculture, Direct Benefit Transfer, Farm Tools, Farmer, Financial Assistance"
Short Term Loan Scheme,https://www.myscheme.gov.in/schemes/stls,Goa,"Business, Financial Assistance, Loan, Scheduled Tribe, Business, Financial Assistance, Loan, Scheduled Tribe"
Mukhyamantri Yuva Swarojgar Yojana,https://www.myscheme.gov.in/schemes/mysyc,Chhattisgarh,"Business & Entrepreneurship, Financial Assistance, Self Employement, Business & Entrepreneurship, Financial Assistance, Self Employement"
Pradhan Mantri Kaushal Vikas Yojana - Special Projects,https://www.myscheme.gov.in/schemes/pmkvy-sp,Ministry Of Skill Development And Entrepreneurship,"Economically Backward Section, Kaushal, LWE, Marginalized Groups, Person With Disabilities, PVTG, Scheduled Caste, Scheduled Tribe, Skill, Transgender, Vikas, Vulnerable Groups, Women, Economically Backward Section, Kaushal, LWE, Marginalized Groups, Person With Disabilities, PVTG, Scheduled Caste, Scheduled Tribe, Skill, Transgender, Vikas, Vulnerable Groups, Women"
National Renewable Energy Fellowship Scheme of the Human Resource Development Programme in New and Renewable Energy,https://www.myscheme.gov.in/schemes/nrefhrdnre,Ministry Of New and Renewable Energy,"Fellowship, MNRE, Renewable Energy, Research, Fellowship, MNRE, Renewable Energy, Research"
Post Matric Scholarship Students With Disabilities,https://www.myscheme.gov.in/schemes/post-dis,Ministry Of Social Justice and Empowerment,"Degree, Diploma, Graduation, Persons With Disability, Post-Graduation, Post-Matric, Scholarship, Student, Degree, Diploma, Graduation, Persons With Disability, Post-Graduation, Post-Matric, Scholarship, Student"
Internship Program At The Indian Patent Office,https://www.myscheme.gov.in/schemes/ipatipo,Ministry Of Commerce And Industry,"Internship, Patent, Student, Trademark, Internship, Patent, Student, Trademark"
Shravanbal Seva State Pension Scheme,https://www.myscheme.gov.in/schemes/sbssps,Maharashtra,"Below Poverty Line, Destitute, Financial Assistance, Pension, Senior Citizen, Below Poverty Line, Destitute, Financial Assistance, Pension, Senior Citizen"
Financial Assistance Under The National Fund For Persons With Disabilities,https://www.myscheme.gov.in/schemes/fanf-pwd,Ministry Of Social Justice and Empowerment,"Differently Abled, Disability, Empowerment, Financial Assistance, PwD, Differently Abled, Disability, Empowerment, Financial Assistance, PwD"
Tejaswini-the Radiant,https://www.myscheme.gov.in/schemes/ttr,Jammu and Kashmir,"Entrepreneurship, Livelihood Generation, Women, Entrepreneurship, Livelihood Generation, Women"
Agroforestry component under RKVY,https://www.myscheme.gov.in/schemes/agroforestry,Ministry Of Agriculture and Farmers Welfare,
SWADHAR Greh (A Scheme For Women In Difficult Circumstances),https://www.myscheme.gov.in/schemes/sg,Ministry of Women and Child Development,"Abuse, Counselling, Shelter, Support, Victim, Violence, Women, Abuse, Counselling, Shelter, Support, Victim, Violence, Women"
State Reward to the Recipient of National Award,https://www.myscheme.gov.in/schemes/srrna,Goa,"Artist, Award, Culture, Dance, Literature, Music, Artist, Award, Culture, Dance, Literature, Music"
Attendance Scholarship Scheme for Girl Students with Disabilities of Rural Areas,https://www.myscheme.gov.in/schemes/assgsdra,Punjab,"Attendance, Disability, Girl Student, PwD, Rural Area, Scholarship, Attendance, Disability, Girl Student, PwD, Rural Area, Scholarship"
National Overseas Scholarship For Scheduled Caste Etc. Candidates,https://www.myscheme.gov.in/schemes/nos-sc,Ministry Of Social Justice and Empowerment,"Degree, International Education, PhD, Post-Graduation, Scheduled Caste, Scholarship, Student, Tuition Fees, Degree, International Education, PhD, Post-Graduation, Scheduled Caste, Scholarship, Student, Tuition Fees"
Indira Gandhi National Disability Pension Scheme,https://www.myscheme.gov.in/schemes/igndps,Ministry Of Rural Development,"Below Poverty Line - BPL, Differently Abled, Pension, Below Poverty Line - BPL, Differently Abled, Pension"
Agnipath Yojana,https://www.myscheme.gov.in/schemes/ay,Ministry Of Defence,"Agniveer, Armed Forces, Employment, Indian Air Force, Indian Army, Indian Navy, Military, Youth, Agniveer, Armed Forces, Employment, Indian Air Force, Indian Army, Indian Navy, Military, Youth"
Nikshay Poshan Yojana (Nutritional Support To TB Patients),https://www.myscheme.gov.in/schemes/npy,Ministry Of Health & Family Welfare,"Health, Patient, Health, Patient"
Garima Greh Shelter Homes For Transgender Persons,https://www.myscheme.gov.in/schemes/smile,Ministry Of Social Justice and Empowerment,"Accomodation, Rehabilitation, Shelter Home, Transgender, Accomodation, Rehabilitation, Shelter Home, Transgender"
"Distance Education Scholarship–Scholarship For Disabled Students Pursuing Degree, PG Courses",https://www.myscheme.gov.in/schemes/des-sdspdpgc,Kerala,"Degree, Distance Education, Open University, Person With Disability, PG Courses, Scholarship, Student, Degree, Distance Education, Open University, Person With Disability, PG Courses, Scholarship, Student"
Pradhan Mantri Kisan Samman Nidhi,https://www.myscheme.gov.in/schemes/pm-kisan,Ministry Of Agriculture and Farmers Welfare,"Agricultural Inputs, Agriculture, Farmers, Income Support, Kisan, Agricultural Inputs, Agriculture, Farmers, Income Support, Kisan"
Non-Governmental Aided Organization (Special Schools And Vocational Training Centre) For Disabled,https://www.myscheme.gov.in/schemes/ngaossandvtd,Maharashtra,"Persons With Disability, Special School, Student, Vocational Education, Persons With Disability, Special School, Student, Vocational Education"
Senior Citizens Saving Scheme,https://www.myscheme.gov.in/schemes/scss,Ministry Of Finance,"Banking, Finance, Senior Citizen, Banking, Finance, Senior Citizen"
Chief Minister Housing Assistance Programme,https://www.myscheme.gov.in/schemes/cmhap,Meghalaya,
RMEWF-Financial Assistance For Education Of Children & Widows Of Ex-Servicemen,https://www.myscheme.gov.in/schemes/rmewf-education,Ministry Of Defence,"Ex-Servicemen, Grant, Wards Of Ex-Servicemen, Widow Of Ex-Servicemen, Ex-Servicemen, Grant, Wards Of Ex-Servicemen, Widow Of Ex-Servicemen"
Boarding House Stipend Scheme (Tripura Govt.),https://www.myscheme.gov.in/schemes/bhsstg,Tripura,"Shelter, Stipend, Student, Shelter, Stipend, Student"
Women Scientist Scheme-A,https://www.myscheme.gov.in/schemes/wos-a,Ministry Of Science And Technology,"Education, Empowerment, Fellowship, Science, Scientist, Technology, Unemployed, Women, Education, Empowerment, Fellowship, Science, Scientist, Technology, Unemployed, Women"
National Scheme Of Welfare Of Fishermen,https://www.myscheme.gov.in/schemes/nswf,"Ministry of Fisheries,Animal Husbandry and Dairying","Financial Assistance, Fisheries, Social Welfare, Financial Assistance, Fisheries, Social Welfare"
Prime Minister's Scholarship Scheme,https://www.myscheme.gov.in/schemes/pmss,Ministry Of Defence,"Education, Ex-Coast Guard, Ex-servicemen, Scholarship, Student, Widow, Education, Ex-Coast Guard, Ex-servicemen, Scholarship, Student, Widow"
Children Education Assistance Fund,https://www.myscheme.gov.in/schemes/ceaf,Nagaland,"Assistance Fund, Children Education, Scholarship, Student Finance, Assistance Fund, Children Education, Scholarship, Student Finance"
Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm,https://www.myscheme.gov.in/schemes/ssieemaf,Gujarat,"Animal Husbandry, Cattle Farming, Farmer, Loan, Subsidy, Animal Husbandry, Cattle Farming, Farmer, Loan, Subsidy"
Swanirbhar Naari,https://www.myscheme.gov.in/schemes/naari,Assam,"Handloom, Indigenous, Procurement, Weavers, Handloom, Indigenous, Procurement, Weavers"
Scholarship For Cadets Of Sainik School Imphal,https://www.myscheme.gov.in/schemes/scossi,Mizoram,"Direct Benefit Transfer, Financial Assistance, Sainik School, Sainik School Imphal, Scholarship, Direct Benefit Transfer, Financial Assistance, Sainik School, Sainik School Imphal, Scholarship"
Mukhya Mantri Sahara Yojana,https://www.myscheme.gov.in/schemes/mmsy,Himachal Pradesh,"DBT Scheme, EWS Scheme, Financial Assistance, Patients, Sahara Yojana, DBT Scheme, EWS Scheme, Financial Assistance, Patients, Sahara Yojana"
Chief Minister's COVID-19 Affected Livelihood Support Scheme,https://www.myscheme.gov.in/schemes/cmcalss,Manipur,"COVID-19, Employment, Financial Asisstance, Social Welfare, COVID-19, Employment, Financial Asisstance, Social Welfare"
Mukhyamantri Chiranjeevi Swasthya Beema Yojana,https://www.myscheme.gov.in/schemes/mcsby,Rajasthan,"Family Welfare, Financial Assistance, Health Insurance, Family Welfare, Financial Assistance, Health Insurance"
Sudakshya For Girls Child Scholarship,https://www.myscheme.gov.in/schemes/sfgcs,Odisha,"Girl, ITI, Scholarship, Student, Sudakshya, Girl, ITI, Scholarship, Student, Sudakshya"
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Educational Institution Doing Outstanding Work In Awareness Generation And Prevention Of Alcoholism And Substance (Drug) Abuse,https://www.myscheme.gov.in/schemes/naospasa-beidowagpasa,Ministry Of Social Justice and Empowerment,"Alcoholism, Award, Drug Abuse, Rehabilitation, Alcoholism, Award, Drug Abuse, Rehabilitation"
Lokprasar Prakalpo Scheme,https://www.myscheme.gov.in/schemes/lps,West Bengal,"Artists, Financial Assistance, Folk, Pension, Performance Fee, Tribal Culture, Artists, Financial Assistance, Folk, Pension, Performance Fee, Tribal Culture"
Financial Assistance To Ex-Convicts,https://www.myscheme.gov.in/schemes/fae-c,Kerala,"BPL, Ex-Convict, Financial Assistance, Jail, Self-employment, BPL, Ex-Convict, Financial Assistance, Jail, Self-employment"
NAMO E-Tablet Scheme,https://www.myscheme.gov.in/schemes/nets,Gujarat,"E-Tablet, Financial Assistance, Modern Education, NAMO, Student, E-Tablet, Financial Assistance, Modern Education, NAMO, Student"
Marriage Assistance To Differently Abled Women (Parinayam-II),https://www.myscheme.gov.in/schemes/madawp-ii,Kerala,"Differently Abled Women, Financial Assistance, Marriage, Unmarried, Differently Abled Women, Financial Assistance, Marriage, Unmarried"
"Financial Assistance to Sportspersons to Pursue Sports Coaching Courses Conducted by SAI, NSNIS, Patiala as a Part of Skill Development Programme to Improve their Employability",https://www.myscheme.gov.in/schemes/faspscccsnppsdppie,Odisha,"BPL, Financial Assistance, NSNIS, SAI, Skill Development, Sports Coaching, Sportsperson, BPL, Financial Assistance, NSNIS, SAI, Skill Development, Sports Coaching, Sportsperson"
"AICTE-SHORT TERM TRAINING PROGRAMME (STTP) (UT-J&K,LADAKH AND NER)",https://www.myscheme.gov.in/schemes/asttpsu,Ministry of Education,"Faculty Training, Financial Assistance, Technical Education, Faculty Training, Financial Assistance, Technical Education"
Biju Patnaik Sports Award for Lifetime Achievement in Promotion of Sports & Games,https://www.myscheme.gov.in/schemes/bpsalapsg,Odisha,"Lifetime Achievement, Promotion Of Games, Promotion Of Sports, Sports Award, Sportsperson, Lifetime Achievement, Promotion Of Games, Promotion Of Sports, Sports Award, Sportsperson"
Intellectual Property Right Scheme Under MSME Innovative Scheme,https://www.myscheme.gov.in/schemes/ipr,"Ministry Of Micro, Small and Medium Enterprises","Business & Entrepreneurship, Copyrights, Designs, Geographical Indications, Patents, Trademarks, Business & Entrepreneurship, Copyrights, Designs, Geographical Indications, Patents, Trademarks"
Financial Assistance to Former Sports Person of UP,https://www.myscheme.gov.in/schemes/fafspup,Uttar Pradesh,"Financial Assistance, Sports, Sports Person, Financial Assistance, Sports, Sports Person"
AICTE-LILAVATI AWARD,https://www.myscheme.gov.in/schemes/ala,Ministry of Education,"AICTE, Financial Assistance, Women Empowerment, AICTE, Financial Assistance, Women Empowerment"
AICTE- Technical University Joint Training Programs for Librarians,https://www.myscheme.gov.in/schemes/atujtfl,Ministry of Education,"Librarians, Technical University, Training, Librarians, Technical University, Training"
Export Promotion Council Membership Reimbursement Scheme for Scheduled Caste/Scheduled Tribe,https://www.myscheme.gov.in/schemes/epcmrs,"Ministry Of Micro, Small and Medium Enterprises","Business & Entrepreneurship, Financial Assistance, Membership Fee, Reimbursement, Scheduled Caste, Scheduled Tribe, Subscription Fee, Business & Entrepreneurship, Financial Assistance, Membership Fee, Reimbursement, Scheduled Caste, Scheduled Tribe, Subscription Fee"
MMKY-New Tank Excavation Under Brackish Water Aquaculture,https://www.myscheme.gov.in/schemes/mmky-ntebwa,Odisha,"Brackish, Fish Exports, Fish Production, Maschyajibi, Shrimp Exports, Subsidy Assistance, Tank Excavation, Brackish, Fish Exports, Fish Production, Maschyajibi, Shrimp Exports, Subsidy Assistance, Tank Excavation"
Health Check-up (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/hc-uabocwwb,Assam,"Building Worker, Check-Up, Construction Worker, Financial Assistance, Health, Labour, Building Worker, Check-Up, Construction Worker, Financial Assistance, Health, Labour"
General Pension (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/gpabocwwb,Assam,"Building Worker, Construction Worker, Labour, Pension, Building Worker, Construction Worker, Labour, Pension"
Mukhyamantri Rajya Bridhhabasta Pension Yojana,https://www.myscheme.gov.in/schemes/mrbpy,Jharkhand,"Direct Benefit Transfer, Old Age, Pension, Senior Citizen, Direct Benefit Transfer, Old Age, Pension, Senior Citizen"
Mukhyamantri Rajya Nirashrit Mahila Samman Pension Yojana,https://www.myscheme.gov.in/schemes/mrnmspy,Jharkhand,"Direct Benefit Transfer, Old Age, Pension, Women Senior Citizen, Direct Benefit Transfer, Old Age, Pension, Women Senior Citizen"
Mukhya mantri Swarojgar Yojana,https://www.myscheme.gov.in/schemes/msy,Madhya Pradesh,"Bank, Business, Financial Assistance, Loan, Self Employment, Bank, Business, Financial Assistance, Loan, Self Employment"
Floriculture Development Scheme,https://www.myscheme.gov.in/schemes/fcds,Meghalaya,"Agriculture, Farmer, Floriculture, Flower, Horticulture, Subsidy, Agriculture, Farmer, Floriculture, Flower, Horticulture, Subsidy"
Maintenance of Horti Hubs,https://www.myscheme.gov.in/schemes/mhh,Meghalaya,"Agriculture, Farmer, Floriculture, Flower, Agriculture, Farmer, Floriculture, Flower"
Plant Protection Scheme,https://www.myscheme.gov.in/schemes/pps,Meghalaya,"Agriculture, Bio-agents, Bio-pesticides, Farmer, Horticulture, Plant Protection, Subsidy, Agriculture, Bio-agents, Bio-pesticides, Farmer, Horticulture, Plant Protection, Subsidy"
Observation Home and Special School,https://www.myscheme.gov.in/schemes/ohss,Puducherry,"Children, School, Sports, Tour, Children, School, Sports, Tour"
State Agriculture Scholarship for B.Sc. & M.Sc. Agriculture,https://www.myscheme.gov.in/schemes/sasbma,Nagaland,"Agriculture, BSc, MSc, Scholarship, Student, Agriculture, BSc, MSc, Scholarship, Student"
"""Management Training"" Component of the ""Development of Industries"" Scheme",https://www.myscheme.gov.in/schemes/mt-pudu,Puducherry,"Entrepreneur, Financial, Management, Marketing, Training, Entrepreneur, Financial, Management, Marketing, Training"
State Horticulture Scholarship,https://www.myscheme.gov.in/schemes/shs,Nagaland,"BSc, Horticulture, MSc, PhD, Scholarship, Stipend, Student, BSc, Horticulture, MSc, PhD, Scholarship, Stipend, Student"
60% and above Disability Allowances,https://www.myscheme.gov.in/schemes/da-60ada,Tripura,"Allowance, Disability, Pension, PwD, Social Welfare, Allowance, Disability, Pension, PwD, Social Welfare"
Mukhyamantri Samajik Sahayata Prakalpa - Old and Infirm,https://www.myscheme.gov.in/schemes/mssp-oai,Tripura,"Financial Assistance, Pension, Senior Citizen, Financial Assistance, Pension, Senior Citizen"
Telecom Technology Development Fund,https://www.myscheme.gov.in/schemes/ttdf,Ministry Of Communication,"Academic Institutions, Atmanirbhar Bharat, Chipset, Domestic Companies, Grants, IPR Creation Mentoring, MSMEs, Pilot, Startups, Telecom In Remote Areas, Telecom In Rural, Academic Institutions, Atmanirbhar Bharat, Chipset, Domestic Companies, Grants, IPR Creation Mentoring, MSMEs, Pilot, Startups, Telecom In Remote Areas, Telecom In Rural"
National Award For Senior Citizens (vayoshreshtha Samman): Best Institution For Providing Services To Senior Citizens And Awareness Generation,https://www.myscheme.gov.in/schemes/nassvsbisscag,Ministry Of Social Justice and Empowerment,"Award, Awareness, Institution, Senior Citizen, Social Welfare, Award, Awareness, Institution, Senior Citizen, Social Welfare"
One Nation One Ration Card,https://www.myscheme.gov.in/schemes/onorc,"Ministry Of Consumer Affairs, Food And Public Distribution","Food Security, Migrant Workers, Ration Card Holders, Food Security, Migrant Workers, Ration Card Holders"
National Award For Senior Citizens (vayoshreshtha Samman): Best Institution For Research In The Field Of Ageing,https://www.myscheme.gov.in/schemes/nassvsbira,Ministry Of Social Justice and Empowerment,"Award, Institution, Research, Senior Citizen, Social Welfare, Award, Institution, Research, Senior Citizen, Social Welfare"
National Award For Senior Citizens (vayoshreshtha Samman): Courage & Bravery,https://www.myscheme.gov.in/schemes/nassvscb,Ministry Of Social Justice and Empowerment,"Award, Senior Citizen, Social Welfare, Sports, Award, Senior Citizen, Social Welfare, Sports"
The Andaman & Nicobar Islands Disability Allowance Scheme,https://www.myscheme.gov.in/schemes/anidas,Andaman and Nicobar Islands,"Allowance, Disability, Financial Assistance, Persons With Disability, PwD, Unemployed, Allowance, Disability, Financial Assistance, Persons With Disability, PwD, Unemployed"
Disability Assistance (ANBOCWWB),https://www.myscheme.gov.in/schemes/daanbocwwb,Andaman and Nicobar Islands,"Building Worker, Construction Worker, Disability, Financial Assistance, Labour, PwD, Building Worker, Construction Worker, Disability, Financial Assistance, Labour, PwD"
Marriage Benefit (MBOCWWB),https://www.myscheme.gov.in/schemes/mbmbocwwb-meghalaya,Meghalaya,"Building Worker, Construction Worker, Financial Assistance, Labour, Marriage, Building Worker, Construction Worker, Financial Assistance, Labour, Marriage"
Differently Abled Pension Scheme,https://www.myscheme.gov.in/schemes/daps,Tamil Nadu,"Clothes, Differently-abled, Financial Assistance, Meal, Pension, Ration, Clothes, Differently-abled, Financial Assistance, Meal, Pension, Ration"
"""Advance/High Skill Training in Coir"" Component of the ""Development of Coir"" Scheme",https://www.myscheme.gov.in/schemes/ahstc-dc,Puducherry,"Accomodation, Allowance, Coir, Skill, Trainee, Training, Accomodation, Allowance, Coir, Skill, Trainee, Training"
Destitute/Deserted Wives Pension Scheme,https://www.myscheme.gov.in/schemes/ddwps,Tamil Nadu,"Deserted, Destitute, Divorced Woman, Financial Assistance, Pension, Deserted, Destitute, Divorced Woman, Financial Assistance, Pension"
Cycle Anudaan Yojana,https://www.myscheme.gov.in/schemes/say,Madhya Pradesh,"Cycle, Financial, Transportation, Workers, Cycle, Financial, Transportation, Workers"
National Technology Awards,https://www.myscheme.gov.in/schemes/nta,Ministry Of Science And Technology,"Awards, Development, Science, Technology, Awards, Development, Science, Technology"
Total Health Check-up Scheme (GBOCWWB),https://www.myscheme.gov.in/schemes/thcsgbocwwb,Gujarat,"Building Worker, Construction Worker, Health Check-up, Illnesses, Labour, Building Worker, Construction Worker, Health Check-up, Illnesses, Labour"
Loans for Tools (MBOCWWB),https://www.myscheme.gov.in/schemes/ltmbocwwb,Meghalaya,"Building Worker, Construction Worker, Instrument, Labour, Loan, Tool, Building Worker, Construction Worker, Instrument, Labour, Loan, Tool"
Pension Plan (MBOCWWB),https://www.myscheme.gov.in/schemes/ppmbocwwb,Meghalaya,"Building Worker, Construction Worker, Labour, Pension, Building Worker, Construction Worker, Labour, Pension"
Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-I,https://www.myscheme.gov.in/schemes/dmrnicmasi,Tamil Nadu,"Backward Class, Community, Financial Assistance, Inter-caste, Marriage, Scheduled Caste, Scheduled Tribes, Backward Class, Community, Financial Assistance, Inter-caste, Marriage, Scheduled Caste, Scheduled Tribes"
Kushal Shramik Sahay Yojana (GBOCWWB),https://www.myscheme.gov.in/schemes/kssugbocwwb,Gujarat,"Building Worker, Construction Worker, Labour, Skill Education, Building Worker, Construction Worker, Labour, Skill Education"
Government Service Home - Tamil Nadu,https://www.myscheme.gov.in/schemes/gshtn,Tamil Nadu,"Deserted, Destitute, Education, Food, Girl, Home, Women, Deserted, Destitute, Education, Food, Girl, Home, Women"
Integrated Farming in Micro Watershed Scheme,https://www.myscheme.gov.in/schemes/ifmws,Meghalaya,"Agriculture, Farmer, Subsidy, Technology Support, Training, Watershed, Agriculture, Farmer, Subsidy, Technology Support, Training, Watershed"
Scheme of Giving Awards to Eminent Artists - Kalai Nanmani Award,https://www.myscheme.gov.in/schemes/sogateakna,Tamil Nadu,"Artists, Award, Culture, Financial Assistance, Artists, Award, Culture, Financial Assistance"
Farm Pond (Khet Talai) Nirman Karyakram,https://www.myscheme.gov.in/schemes/fpktnk,Rajasthan,"Development, Farmer, Financial Assistance, Water Shortage, Development, Farmer, Financial Assistance, Water Shortage"
Sinchai Pipeline Karyakram,https://www.myscheme.gov.in/schemes/spk,Rajasthan,"Agriculture, Development, Irrigation, Pipe Line, Agriculture, Development, Irrigation, Pipe Line"
Hostel Assistance Scheme for Children of Migrant Construction Workers (GBOCWWB),https://www.myscheme.gov.in/schemes/hascmcwgbocwwb,Gujarat,"Building Worker, Construction Worker, Free Accommodation, Hostel, Labour, School, Building Worker, Construction Worker, Free Accommodation, Hostel, Labour, School"
Dhanvantari Arogya Rath Yojana (GBOCWWB),https://www.myscheme.gov.in/schemes/darygbocwwb,Gujarat,"Building Worker, Common Diseases, Construction Worker, Free Medicines, Labour, Primary Medical Treatment, Building Worker, Common Diseases, Construction Worker, Free Medicines, Labour, Primary Medical Treatment"
Scheme to Award Scholarship to Young Artists,https://www.myscheme.gov.in/schemes/stastya,Tamil Nadu,"Artist, Award, Financial Assistance, Scholarship, Student, Artist, Award, Financial Assistance, Scholarship, Student"
Free Studentship,https://www.myscheme.gov.in/schemes/fs,Meghalaya,"Award, Education, Scholarship, Student, Studentship, Award, Education, Scholarship, Student, Studentship"
Mukhyamantri Sports Development Scheme - Retired Person,https://www.myscheme.gov.in/schemes/msdsrp,Tripura,"Employment, Remuneration, Retired, Sports, Sportsperson, Employment, Remuneration, Retired, Sports, Sportsperson"
Scheme of Giving Awards to Eminent Artists - Kalai Mudhumani Award,https://www.myscheme.gov.in/schemes/sogateakma,Tamil Nadu,"Artists, Award, Culture, Financial Assistance, Artists, Award, Culture, Financial Assistance"
"""Capital Investment Subsidy (for New and Existing Industries)"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Capital Intensive Industries""",https://www.myscheme.gov.in/schemes/cis-mesifa-cii,Puducherry,"Building, Entrepreneur, Investment, Machinery, MSME, Subsidy, Building, Entrepreneur, Investment, Machinery, MSME, Subsidy"
"""Interest Subsidy (For Micro, Small, Medium and Large New Industries)"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - Various Incentives""",https://www.myscheme.gov.in/schemes/is-mesifai-vi,Puducherry,"Business, Enterpreneur, Industry, Interest, MSME, Subsidy, Business, Enterpreneur, Industry, Interest, MSME, Subsidy"
Scheme of Grant-In-Aid for Conduct of Art Exhibitions: One-Man Shows,https://www.myscheme.gov.in/schemes/sogiafcoae-oms,Tamil Nadu,"Artist, Exhibition, Financial Assistance, Grant, Artist, Exhibition, Financial Assistance, Grant"
"""Assistance for Technology Acquisition"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Capital Intensive Industries""",https://www.myscheme.gov.in/schemes/ata-mesifa-cii,Puducherry,"Business, Entrepreneur, Industry, Technology, Business, Entrepreneur, Industry, Technology"
Scheme of Financial Assistance to Indigent Artists,https://www.myscheme.gov.in/schemes/sofatia,Tamil Nadu,"Art, Artist, Financial Assistance, Indigent, Art, Artist, Financial Assistance, Indigent"
Tablet Assistance to Scheduled Caste Students of 12th Standard,https://www.myscheme.gov.in/schemes/tascs12s,Gujarat,"12th Standard, Scheduled Caste, Student, Tablet, 12th Standard, Scheduled Caste, Student, Tablet"
Green House,https://www.myscheme.gov.in/schemes/gh,Rajasthan,"Crops, Farmer, Horticultural, Crops, Farmer, Horticultural"
Food Bill Assistance to SC Students,https://www.myscheme.gov.in/schemes/fbascs,Gujarat,"Financial Assistance, Food Bill, Hostel, SC, Student, Financial Assistance, Food Bill, Hostel, SC, Student"
"Financial Assistance to SC Students Studying in Medical, Engineering and Diploma Course for Purchasing Educational Instrument",https://www.myscheme.gov.in/schemes/fascssmedcpei,Gujarat,"Diploma, Educational Instrument, Engineering, Financial Assistance, Medical, SC, Student, Diploma, Educational Instrument, Engineering, Financial Assistance, Medical, SC, Student"
Scheme of Giving Awards to Eminent Artists - Kalai Valarmani Award,https://www.myscheme.gov.in/schemes/sogateakva,Tamil Nadu,"Artists, Award, Culture, Financial Assistance, Artists, Award, Culture, Financial Assistance"
Mukhyamantri Mahila Poshan Yojana,https://www.myscheme.gov.in/schemes/mmpyu,Uttarakhand,"Health, Lactating Women, Nutrition, Pregnant Women, Health, Lactating Women, Nutrition, Pregnant Women"
Mukhyamantri Mahalaxmi Kit Yojana,https://www.myscheme.gov.in/schemes/mmkyu,Uttarakhand,"Girl Child, Health, Mother, Nutrition, Women, Girl Child, Health, Mother, Nutrition, Women"
Sanitary Napkin Scheme,https://www.myscheme.gov.in/schemes/snsu,Uttarakhand,"Girls, Health, Sanitary Pad, Girls, Health, Sanitary Pad"
Kam Lagat Pyaaj Bhandaran Sanrachna,https://www.myscheme.gov.in/schemes/klpbs,Rajasthan,"Agriculture, Farmer, Farming, Vegetables, Agriculture, Farmer, Farming, Vegetables"
Drip Sanyantr,https://www.myscheme.gov.in/schemes/dsr,Rajasthan,"Agriculture, Drip Sanyantr, Farmer, Farming, Agriculture, Drip Sanyantr, Farmer, Farming"
Special Scholarship to SC Students in Selected Schools,https://www.myscheme.gov.in/schemes/ssscsss,Gujarat,"Bright Student, Financial Assistance, Scheduled Caste, Scholarship, Selected Schools, Bright Student, Financial Assistance, Scheduled Caste, Scholarship, Selected Schools"
Dr. P. G. Solanki Scheme for Loan/Assistance to Medical Graduate Doctors of Scheduled Caste,https://www.myscheme.gov.in/schemes/dpgsslamgsc,Gujarat,"Doctors, Loan, Medical Graduate, Scheduled Caste, Doctors, Loan, Medical Graduate, Scheduled Caste"
Loan Assistance to Scheduled Castes Students for Commercial Pilot Training,https://www.myscheme.gov.in/schemes/lascscpt,Gujarat,"Loan, Pilot Training, SC, Loan, Pilot Training, SC"
